,subject,repeats,session,recalled,adj_rec
139,LTP445,2,7,0.8280717225161669,0.873828723006243
140,LTP445,3,7,0.8790460663697678,0.8909428699791898
141,LTP445,1,9,0.8786666666666667,1.018185359814699
142,LTP445,2,9,1.0,1.045757000490076
143,LTP445,3,9,0.9734635243089349,0.9853603279183569
144,LTP446,1,0,0.8061728395061728,0.7484727306772712
145,LTP446,2,0,0.9473985890652558,0.8862148953615512
146,LTP446,3,0,0.9070142676953823,0.8842313278276179
147,LTP446,1,1,0.8916666666666667,0.8339665578377651
148,LTP446,2,1,0.9704264870931538,0.9092427933894492
149,LTP446,3,1,0.9687457031368281,0.9459627632690637
150,LTP446,1,2,0.8255494505494506,0.767849341720549
151,LTP446,2,2,0.9648268398268398,0.9036431461231352
152,LTP446,3,2,0.9668145035792094,0.944031563711445
153,LTP446,1,3,0.8729523809523809,0.8152522721234793
154,LTP446,2,3,1.0,0.9388163062962954
155,LTP446,3,3,0.9872558890102751,0.9644729491425107
156,LTP446,1,4,0.8036231884057972,0.7459230795768955
157,LTP446,2,4,0.9582304526748971,0.8970467589711926
158,LTP446,3,4,0.9609832642334774,0.938200324365713
159,LTP446,1,5,0.8083333333333332,0.7506332245044316
160,LTP446,2,5,0.9194591416813639,0.8582754479776593
161,LTP446,3,5,0.9394247755734646,0.9166418357057002
162,LTP446,1,6,0.8205128205128205,0.7628127116839188
163,LTP446,2,6,0.8959876543209876,0.834803960617283
164,LTP446,3,6,0.9345114189025437,0.9117284790347794
165,LTP446,1,7,0.8826923076923077,0.824992198863406
166,LTP446,2,7,0.9499084249084249,0.8887247312047203
167,LTP446,3,7,0.9461992151104638,0.9234162752426994
168,LTP446,1,8,0.760144927536232,0.7024448187073303
169,LTP446,2,8,0.8891814975148309,0.8279978038111263
170,LTP446,3,8,0.914011617292491,0.8912286774247267
171,LTP446,1,9,0.8475308641975309,0.7898307553686292
172,LTP446,2,9,0.9557047890381223,0.8945210953344177
173,LTP446,3,9,0.9506277582257974,0.927844818358033
174,LTP447,1,0,0.7274327122153209,0.6945486020415482
175,LTP447,2,0,0.9141093474426808,0.8576664273686387
176,LTP447,3,0,0.9446419873492458,0.9014143579490764
177,LTP447,1,1,0.8076190476190476,0.7747349374452749
178,LTP447,2,1,0.9351851851851852,0.8787422651111432
179,LTP447,3,1,0.9749584626218614,0.931730833221692
180,LTP447,1,2,0.8628205128205129,0.8299364026467402
181,LTP447,2,2,0.959376837154615,0.9029339170805729
182,LTP447,3,2,0.9740479247402192,0.9308202953400498
183,LTP447,1,3,0.8525641025641026,0.81967999239033
184,LTP447,2,3,0.9880341880341881,0.931591267960146
185,LTP447,3,3,0.9728469462731588,0.9296193168729895
186,LTP447,1,4,0.6569444444444444,0.6240603342706718
187,LTP447,2,4,0.9396384479717812,0.8831955278977391
188,LTP447,3,4,0.9607328961474129,0.9175052667472435
189,LTP447,1,5,0.9592490842490842,0.9263649740753115
190,LTP447,2,5,0.9808641975308642,0.9244212774568221
191,LTP447,3,5,0.9872080118597146,0.9439803824595453
192,LTP447,1,6,0.7513888888888888,0.7185047787151161
193,LTP447,2,6,0.9416666666666667,0.8852237465926246
194,LTP447,3,6,0.9676831648838873,0.924455535483718
195,LTP447,1,7,0.8306666666666667,0.797782556492894
196,LTP447,2,7,0.8997501469723692,0.8433072268983272
197,LTP447,3,7,0.9598626510133218,0.9166350216131525
198,LTP447,1,8,0.7136666666666666,0.6807825564928939
199,LTP447,2,8,0.8807319223985891,0.824289002324547
200,LTP447,3,8,0.959386302583757,0.9161586731835877
201,LTP447,1,9,0.9086666666666667,0.875782556492894
202,LTP447,2,9,0.9643592004703115,0.9079162803962695
203,LTP447,3,9,0.9786669606114051,0.9354393312112358
